Time,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
1980Q3,39.77,39.364,65.977,117.981,48.167,28.941,59.534,57.948,71.908,26.221,117.24,66.949,31.392,73.091,90.23,41.846,82.137,92.171,48.027,32.137,38.269,38.523,37.644,28.208
1980Q4,40.825,40.338,67.321,120.003,49.209,29.762,60.798,59.188,73.413,27.041,118.993,68.168,32.114,75.557,93.502,42.796,83.572,93.936,48.452,33.054,39.421,39.838,38.473,28.976
1981Q1,41.907,41.384,68.985,121.527,50.663,30.564,62.552,60.75,75.432,28.201,121.348,69.45,32.849,77.448,95.821,43.929,85.722,96.71,48.716,33.932,40.209,40.484,39.544,29.917
1981Q2,42.694,42.078,69.843,123.818,51.165,31.187,63.933,62.092,77.253,29.181,123.659,70.658,33.349,77.789,95.995,44.615,86.244,97.295,49.015,34.689,41.144,41.516,40.283,30.562
1981Q3,43.524,42.772,70.53,125.649,51.568,31.872,64.963,63.126,78.64,30.007,125.111,71.756,33.743,77.911,95.858,45.24,83.997,94.186,49.298,35.299,42.046,42.498,41.02,30.977
1981Q4,44.243,43.427,71.122,127.285,51.908,32.539,66.169,64.39,80.284,31.022,126.61,73.198,34.287,78.165,95.886,45.927,84.176,94.139,50.072,35.915,42.852,43.481,41.45,31.466
1982Q1,44.877,43.979,71.526,128.355,52.15,33.134,67.001,65.271,81.363,31.694,127.588,74.034,34.779,78.635,96.32,46.473,83.926,93.716,50.289,36.505,43.536,44.108,42.253,31.997
1982Q2,45.473,44.402,71.678,129.354,52.146,33.648,67.762,66.054,82.279,32.009,129.125,74.915,35.306,78.58,95.876,47.142,82.452,91.992,49.6,37.159,44.399,45.095,42.834,32.511
1982Q3,46.104,45.103,72.415,129.816,52.819,34.323,68.18,66.458,82.744,32.097,129.938,75.721,35.587,78.016,94.603,47.882,81.469,90.997,48.748,37.61,44.771,45.434,43.283,33.021
1982Q4,46.571,45.601,72.504,130.192,52.849,34.96,68.325,66.637,82.931,31.954,130.5,76.579,35.753,77.564,93.613,48.389,80.844,90.21,48.613,38.07,45.3,45.983,43.765,33.441
1983Q1,46.943,45.978,72.51,131.121,52.702,35.465,68.168,66.449,82.519,31.407,130.385,77.287,35.945,77.893,93.696,49.147,79.144,87.956,48.501,38.244,45.385,46.239,43.464,33.681
1983Q2,47.291,46.398,73.228,131.608,53.362,35.77,67.925,66.266,82.161,31.091,129.876,77.732,36.038,78.177,94.051,49.299,79.144,87.977,48.467,38.601,45.735,46.487,44.049,34.051
1983Q3,47.794,47.008,73.734,132.328,53.764,36.407,67.9,66.286,82.046,31.025,129.27,78.483,36.241,78.615,94.632,49.486,79.294,88.153,48.538,39.002,46.242,47.044,44.442,34.381
1983Q4,48.151,47.318,73.852,133.151,53.74,36.783,68.106,66.429,82.046,30.979,129.105,78.998,36.55,79.386,95.823,49.513,78.789,87.489,48.505,39.278,46.544,47.526,44.303,34.642
1984Q1,48.626,47.83,74.445,133.19,54.365,37.256,68.31,66.572,82.112,31.015,128.866,79.657,36.77,79.488,96.211,49.132,79.024,87.721,48.712,39.818,47.147,48.077,45.043,35.145
1984Q2,49.063,48.293,74.625,134.017,54.399,37.821,68.686,66.897,82.416,31.327,128.763,80.116,37.078,79.998,96.702,49.663,79.463,88.317,48.683,40.205,47.617,48.508,45.611,35.479
1984Q3,49.506,48.666,74.787,134.283,54.522,38.269,68.943,67.165,82.595,31.529,128.485,80.719,37.43,79.186,95.157,50.107,78.052,87.005,47.139,40.691,48.325,49.295,46.129,35.81
1984Q4,49.852,48.966,75.016,134.53,54.72,38.593,69.095,67.38,82.691,31.716,128.286,80.767,37.782,78.336,93.538,50.606,77.098,86.11,46.143,41.144,48.92,49.995,46.472,36.166
1985Q1,50.363,49.544,75.494,135.215,55.102,39.202,69.286,67.618,82.95,31.958,128.162,81.323,37.962,77.48,92.002,50.937,75.254,83.852,45.573,41.304,48.725,49.505,47.008,36.593
1985Q2,50.66,49.945,75.864,135.529,55.441,39.612,69.383,67.746,83.095,32.032,128.297,81.544,38.052,77.172,91.307,51.292,75.58,83.826,46.77,41.556,48.84,49.551,47.298,36.953
1985Q3,50.997,50.337,75.922,135.299,55.553,40.127,69.666,68.061,83.405,32.199,128.646,81.871,38.333,76.55,89.95,51.932,75.514,83.163,48.291,41.84,49.101,49.849,47.467,37.259
1985Q4,51.262,50.688,76.386,135.649,55.991,40.433,70.102,68.496,83.768,32.385,129.294,81.866,38.81,76.37,89.313,52.53,76.988,84.576,49.807,42.171,49.423,50.269,47.537,37.604
1986Q1,51.515,51.047,76.136,135.68,55.71,41.022,70.423,68.85,83.982,32.519,129.515,82.061,39.299,75.976,88.268,53.205,77.132,84.001,51.905,42.206,49.298,49.995,47.797,37.76
1986Q2,51.695,50.993,75.051,136.305,54.38,41.365,70.884,69.372,84.53,32.686,130.709,82.183,39.708,75.578,87.588,53.267,74.743,80.625,52.504,42.248,49.175,49.733,48.037,37.927
1986Q3,51.941,51.263,75.4,137.443,54.521,41.603,71.437,69.952,85.082,32.832,131.925,82.347,40.227,75.148,86.775,53.461,75.26,81.065,53.209,42.462,49.245,49.763,48.211,38.255
1986Q4,52.25,51.573,75.66,138.221,54.64,41.931,71.95,70.402,85.471,33.002,132.585,82.553,40.678,75.738,87.497,53.819,76.193,82.211,53.457,42.758,49.3,49.771,48.391,38.741
1987Q1,52.554,52.061,76.976,139.386,55.859,42.098,72.26,70.668,85.537,33.011,132.549,82.903,41.142,76.016,87.878,53.923,78.156,85.121,52.612,43.033,49.217,49.817,47.968,39.295
1987Q2,52.911,52.564,77.738,140.478,56.473,42.497,72.451,70.829,85.511,33.151,131.901,83.368,41.498,77.123,89.329,54.436,80.203,87.653,53.174,43.402,49.45,50.042,48.225,39.776
1987Q3,53.32,53.062,78.413,141.483,57.01,42.922,72.651,71.036,85.541,33.33,131.275,83.941,41.889,77.351,89.418,54.891,81.022,88.478,53.906,43.821,49.808,50.389,48.613,40.252
1987Q4,53.72,53.52,78.843,142.059,57.367,43.386,73.264,71.711,86.345,33.654,132.426,84.834,42.299,78.63,91.328,55.08,82.284,89.994,54.376,44.0,49.912,50.445,48.853,40.491
1988Q1,54.135,53.943,78.959,141.812,57.553,43.92,73.816,72.338,87.149,34.181,133.106,85.784,42.608,79.544,92.592,55.382,83.451,91.037,55.767,44.407,50.593,51.097,49.623,40.699
1988Q2,54.676,54.539,79.626,142.597,58.132,44.483,74.262,72.802,87.617,34.52,133.449,86.33,42.997,81.2,94.994,55.717,84.935,92.809,56.348,44.841,51.09,51.57,50.196,41.096
1988Q3,55.345,55.211,80.506,143.612,58.899,45.069,74.562,73.172,87.992,34.859,133.676,86.626,43.306,82.179,96.438,55.875,83.995,91.658,56.064,45.162,51.382,51.864,50.483,41.443
1988Q4,55.854,55.769,81.1,144.68,59.332,45.606,75.293,73.863,88.814,35.232,135.223,86.783,43.724,82.025,95.997,56.221,84.676,92.473,56.336,45.606,51.796,52.448,50.414,41.918
1989Q1,56.392,56.41,81.963,145.413,60.145,46.156,75.725,74.276,89.278,35.532,135.744,87.16,44.012,82.804,96.916,56.739,86.03,94.51,55.717,46.083,52.18,52.677,51.234,42.469
1989Q2,57.002,57.17,83.388,145.53,61.731,46.658,76.206,74.756,89.67,35.952,135.904,87.416,44.546,82.927,96.833,57.215,86.975,95.826,55.582,46.574,52.563,53.052,51.644,43.046
1989Q3,57.425,57.507,83.406,145.858,61.679,47.11,76.598,75.132,90.175,36.232,136.662,87.672,44.699,82.431,95.905,57.482,85.487,93.812,55.637,46.916,52.825,53.299,51.951,43.45
1989Q4,57.817,57.959,83.753,146.336,61.965,47.595,76.998,75.547,90.623,36.512,137.382,87.73,45.022,82.169,95.226,57.941,85.931,94.125,56.39,47.319,53.014,53.561,51.952,44.011
1990Q1,58.447,58.799,85.291,147.115,63.532,48.163,77.456,76.005,91.133,36.818,138.143,87.928,45.356,82.249,94.849,58.805,87.26,95.383,57.783,47.834,53.386,53.983,52.197,44.634
1990Q2,59.101,59.333,85.615,147.129,63.895,48.766,77.727,76.304,91.49,37.076,138.434,88.305,45.539,82.405,94.972,59.014,85.722,92.992,58.634,48.477,54.303,54.816,53.329,45.094
1990Q3,59.612,60.087,86.824,147.194,65.238,49.342,78.207,76.77,92.119,37.382,139.431,88.709,45.714,83.168,95.411,60.316,88.21,95.635,60.483,48.865,54.376,54.969,53.201,45.707
1990Q4,60.067,60.882,88.398,147.491,66.928,49.843,78.524,77.181,92.725,37.61,140.839,88.676,45.778,84.372,96.251,62.11,93.108,101.212,63.162,49.551,55.023,55.72,53.59,46.427
1991Q1,60.651,61.202,88.344,148.753,66.596,50.29,79.221,77.824,93.634,37.945,141.972,90.003,45.931,84.586,96.35,62.517,90.259,97.359,63.193,49.866,55.517,55.93,54.782,46.622
1991Q2,61.088,61.536,88.518,149.127,66.706,50.675,79.32,77.964,93.721,38.009,141.645,90.625,46.153,84.103,95.76,62.235,87.773,94.629,61.589,50.143,55.79,56.008,55.536,46.904
1991Q3,61.557,61.954,88.68,149.68,66.767,51.175,79.456,78.042,93.673,37.999,141.239,90.99,46.429,83.527,94.598,62.671,86.456,92.782,61.816,50.659,56.508,56.859,55.928,47.29
1991Q4,61.915,62.404,89.046,150.001,67.104,51.644,79.205,77.792,93.395,37.631,141.424,90.522,46.249,83.679,94.6,63.078,86.86,93.168,62.242,51.131,57.079,57.608,56.089,47.703
1992Q1,62.162,62.795,89.15,149.995,67.22,52.126,79.03,77.674,93.318,37.631,142.024,89.46,46.088,83.546,94.214,63.388,87.271,93.489,62.886,51.367,57.163,57.795,55.947,48.043
1992Q2,62.533,63.212,89.528,150.404,67.555,52.548,79.173,77.824,93.243,37.78,141.532,89.451,46.55,83.628,94.083,63.84,87.615,93.76,63.422,51.792,57.371,57.967,56.239,48.617
1992Q3,62.833,63.615,89.985,150.528,68.041,52.922,79.361,78.011,93.311,37.961,141.339,89.552,46.891,83.621,93.71,64.476,88.73,94.623,65.237,52.205,57.872,58.515,56.64,48.975
1992Q4,63.275,64.059,90.205,150.763,68.239,53.434,79.634,78.285,93.329,38.247,140.523,90.072,47.509,83.468,93.356,64.682,88.014,93.998,64.282,52.549,58.235,58.711,57.366,49.31
1993Q1,63.652,64.441,90.367,150.687,68.442,53.883,79.873,78.549,93.399,38.524,140.344,89.99,48.021,83.566,93.39,64.888,87.481,93.343,64.159,52.781,58.381,58.691,57.859,49.597
1993Q2,64.027,64.874,90.446,151.481,68.354,54.431,80.171,78.816,93.472,38.855,139.895,90.202,48.542,83.796,93.515,65.297,87.785,93.529,64.824,53.059,58.637,58.867,58.282,49.889
1993Q3,64.349,65.155,90.344,152.219,68.071,54.843,80.359,78.966,93.422,39.17,139.436,89.998,48.965,83.741,93.376,65.388,87.008,92.669,64.354,53.309,59.062,59.213,58.869,50.031
1993Q4,64.727,65.531,90.827,153.224,68.391,55.172,80.557,79.212,93.709,39.515,139.136,90.853,49.125,83.712,93.195,65.627,86.662,92.13,64.659,53.665,59.591,59.816,59.248,50.283
1994Q1,65.058,65.766,90.731,153.578,68.197,55.521,81.029,79.65,93.965,39.821,139.639,90.519,49.769,84.095,93.748,65.706,86.62,92.043,64.772,54.022,59.865,59.964,59.772,50.694
1994Q2,65.369,66.133,91.048,154.494,68.344,55.899,81.26,79.91,94.164,40.066,139.897,90.436,50.088,84.429,94.163,65.894,87.438,93.049,64.933,54.384,60.367,60.548,60.112,50.975
1994Q3,65.717,66.607,91.886,155.583,69.051,56.234,81.557,80.257,94.366,40.558,139.593,90.693,50.602,84.824,94.553,66.297,88.908,94.507,66.395,54.793,60.713,60.896,60.458,51.421
1994Q4,66.083,66.92,92.002,155.849,69.123,56.611,81.902,80.58,94.457,41.13,138.687,91.281,51.238,85.356,95.279,66.47,89.247,94.78,66.959,55.253,61.212,61.375,60.998,51.857
1995Q1,66.46,67.247,92.111,156.472,69.101,57.011,82.427,81.085,94.869,41.622,138.117,92.896,51.845,86.267,96.51,66.783,89.985,95.94,66.127,55.625,61.728,61.865,61.566,52.146
1995Q2,66.785,67.639,92.3,156.301,69.359,57.467,82.725,81.385,95.177,41.895,138.362,93.23,52.11,86.949,97.178,67.489,91.279,97.001,68.246,56.027,62.139,62.263,62.007,52.542
1995Q3,67.084,67.915,92.325,155.798,69.507,57.829,82.957,81.635,95.437,42.352,137.964,94.0,52.326,86.731,96.824,67.528,90.707,96.207,68.513,56.281,62.461,62.554,62.388,52.758
1995Q4,67.401,68.214,92.347,155.452,69.617,58.222,82.881,81.615,95.223,42.704,137.267,93.499,52.627,86.328,96.197,67.545,89.892,95.211,68.384,56.717,63.323,63.006,64.023,52.96
1996Q1,67.712,68.593,92.962,155.569,70.305,58.509,82.705,81.501,94.917,42.745,136.151,93.906,52.837,86.159,95.622,68.137,89.699,94.861,68.789,57.112,63.472,63.513,63.499,53.489
1996Q2,67.988,69.052,93.372,154.543,71.04,58.978,82.56,81.359,94.545,42.905,134.898,94.029,53.078,85.886,95.069,68.398,89.234,94.165,69.205,57.038,63.132,63.151,63.196,53.561
1996Q3,68.318,69.346,93.196,154.14,70.934,59.44,82.807,81.582,94.563,43.454,134.382,93.866,53.617,85.251,93.885,68.822,88.331,92.898,69.717,57.387,63.499,63.469,63.658,53.899
1996Q4,68.607,69.819,93.61,153.473,71.592,59.926,82.729,81.549,94.369,43.753,133.766,93.469,53.86,84.381,92.328,69.294,88.294,92.695,70.329,57.716,63.716,63.727,63.801,54.286
1997Q1,68.915,70.127,93.719,152.882,71.877,60.303,82.737,81.563,94.246,44.177,132.587,93.979,54.111,84.152,92.122,69.031,87.619,91.957,69.916,58.029,63.934,63.882,64.133,54.646
1997Q2,69.258,70.303,93.213,151.408,71.658,60.728,82.757,81.623,94.187,44.58,131.564,94.562,54.376,84.101,91.878,69.385,85.795,89.664,69.978,58.29,64.354,64.336,64.496,54.823
1997Q3,69.464,70.488,92.95,150.393,71.613,61.077,82.807,81.739,94.114,45.08,130.698,94.698,54.822,83.889,91.532,69.454,85.23,89.136,69.261,58.499,64.503,64.363,64.859,55.061
1997Q4,69.713,70.71,92.826,149.555,71.689,61.425,82.691,81.637,93.733,45.619,129.481,94.068,55.227,83.512,90.921,69.567,84.556,88.389,68.879,58.939,64.954,64.818,65.305,55.493
1998Q1,69.783,70.715,92.105,148.455,71.116,61.702,82.31,81.336,93.186,46.259,127.5,93.804,55.386,82.665,89.864,69.141,82.469,86.18,67.285,58.897,64.682,64.673,64.81,55.567
1998Q2,69.964,70.843,91.739,147.348,70.976,62.014,82.122,81.168,92.72,46.753,125.834,93.665,55.769,82.222,89.185,69.176,81.465,84.765,67.947,59.201,65.099,65.083,65.236,55.813
1998Q3,70.235,71.062,91.713,146.222,71.262,62.324,82.042,81.119,92.341,47.134,124.43,93.666,56.322,81.558,88.205,69.145,80.413,83.413,68.123,59.623,65.524,65.255,66.113,56.231
1998Q4,70.424,71.249,91.549,145.134,71.375,62.645,82.087,81.161,92.127,47.516,123.042,94.337,56.824,81.265,87.646,69.397,80.374,83.095,69.24,60.01,65.735,65.598,66.082,56.701
1999Q1,70.615,71.39,91.457,143.914,71.618,62.876,82.179,81.267,92.001,47.85,122.177,94.651,57.353,81.038,87.337,69.336,80.124,82.785,69.266,60.375,65.947,65.918,66.114,57.135
1999Q2,70.934,71.796,92.114,143.198,72.655,63.181,82.222,81.333,91.77,48.162,120.879,95.289,57.972,81.215,87.265,70.017,81.141,83.795,70.337,61.082,66.503,66.537,66.564,57.909
1999Q3,71.207,72.191,92.571,142.538,73.435,63.548,82.109,81.235,91.369,48.499,119.559,95.275,58.457,81.331,87.469,69.96,82.131,84.909,70.807,61.752,67.106,67.005,67.396,58.604
1999Q4,71.581,72.629,92.889,141.691,74.098,64.03,82.364,81.498,91.523,48.917,118.858,96.315,58.922,81.662,87.963,69.963,83.258,86.35,70.572,62.478,67.931,67.742,68.373,59.277
2000Q1,72.058,73.219,93.612,141.032,75.232,64.562,82.857,82.013,91.783,49.499,118.51,96.97,59.918,82.208,88.347,70.85,84.832,88.265,70.653,63.209,68.593,68.513,68.851,60.034
2000Q2,72.491,73.568,94.047,140.734,75.888,64.874,83.165,82.348,91.98,49.949,118.037,97.786,60.519,82.839,89.029,71.383,84.906,88.539,69.861,63.731,68.856,68.927,68.867,60.672
2000Q3,72.945,74.042,94.297,139.872,76.486,65.432,83.513,82.709,92.262,50.473,117.647,98.685,61.03,83.24,89.29,72.093,85.502,89.198,70.203,64.335,69.349,69.227,69.676,61.324
2000Q4,73.341,74.46,94.4,139.535,76.732,65.972,83.648,82.875,92.245,51.088,116.811,98.958,61.564,83.205,89.431,71.679,85.704,89.649,69.351,64.962,69.662,69.557,69.963,62.09
2001Q1,73.843,75.012,94.394,138.909,76.935,66.74,83.682,82.907,91.868,51.804,115.371,98.624,62.427,83.04,89.302,71.44,85.417,89.219,69.697,65.509,69.782,69.963,69.616,62.832
2001Q2,74.335,75.363,94.547,137.923,77.458,67.167,83.914,83.161,91.835,52.578,114.664,98.397,63.246,82.526,88.892,70.707,83.696,87.272,68.928,65.794,70.148,70.13,70.307,63.077
2001Q3,74.56,75.401,94.07,137.012,77.138,67.408,84.149,83.358,91.609,53.416,113.842,97.47,64.264,82.121,88.399,70.474,82.483,85.716,69.123,66.051,70.597,70.58,70.758,63.241
2001Q4,74.801,75.432,93.061,136.336,76.038,67.856,84.278,83.399,91.479,53.739,113.246,97.384,64.632,81.206,87.415,69.692,80.526,83.442,68.48,66.282,71.055,70.785,71.623,63.363
2002Q1,74.998,75.584,92.65,135.141,75.902,68.234,84.358,83.318,91.41,54.24,112.775,97.132,64.529,80.76,86.841,69.498,80.237,83.149,68.208,66.687,71.515,71.373,71.88,63.736
2002Q2,75.295,76.145,93.301,134.462,76.996,68.755,84.124,83.4,91.324,54.828,112.412,96.584,64.899,81.249,87.292,70.066,81.999,85.052,69.391,67.299,72.191,72.043,72.565,64.311
2002Q3,75.633,76.539,93.285,133.791,77.211,69.313,84.076,83.333,91.055,55.319,111.237,96.694,65.182,81.908,88.004,70.625,82.695,85.479,71.203,67.819,72.811,72.736,73.066,64.778
2002Q4,76.073,76.896,93.25,132.901,77.483,69.828,84.564,83.762,91.086,55.967,111.106,96.22,66.262,82.11,88.185,70.868,83.236,86.005,71.785,68.636,74.161,74.695,73.432,65.325
2003Q1,76.482,77.484,93.771,131.193,78.778,70.442,84.868,84.078,90.734,56.634,110.051,95.682,67.673,82.463,88.315,71.66,85.266,88.122,73.417,69.529,74.965,75.401,74.392,66.256
2003Q2,76.746,77.562,92.478,129.766,77.561,71.082,84.801,84.005,90.553,56.669,109.316,96.035,67.789,82.589,88.31,72.05,83.919,86.033,75.314,69.746,75.499,75.943,74.909,66.307
2003Q3,77.185,78.073,92.917,128.454,78.635,71.622,84.831,84.039,90.315,57.082,108.319,96.138,68.277,82.777,88.132,72.971,84.195,86.168,76.207,70.272,76.182,76.617,75.607,66.747
2003Q4,77.633,78.457,92.847,127.28,78.975,72.198,85.39,84.608,90.464,57.844,108.273,95.851,69.494,83.37,88.863,73.292,84.712,86.593,77.123,70.817,76.752,77.307,75.974,67.273
2004Q1,78.191,79.062,93.606,127.17,80.048,72.737,86.187,85.376,90.726,59.019,108.027,95.787,71.015,84.662,90.26,74.386,86.723,88.764,78.451,71.608,77.405,77.912,76.713,68.131
2004Q2,78.825,79.594,94.133,127.063,80.804,73.271,87.093,86.287,91.272,60.34,108.428,95.644,72.434,85.592,91.398,74.917,87.773,90.131,78.122,72.481,78.077,78.504,77.525,69.108
2004Q3,79.323,79.985,94.205,126.092,81.267,73.797,87.836,87.02,91.502,61.966,107.834,95.53,73.9,86.038,91.744,75.561,88.765,91.15,79.003,73.459,78.792,79.285,78.129,70.224
2004Q4,79.936,80.669,95.3,126.265,82.705,74.305,88.701,87.885,92.138,63.803,108.022,95.492,75.06,86.979,92.645,76.588,90.953,93.429,80.811,74.517,79.559,80.157,78.712,71.439
2005Q1,80.55,81.138,95.127,125.992,82.569,75.047,89.603,88.813,92.987,65.658,108.516,95.751,76.034,87.961,93.667,77.499,91.73,94.166,81.777,75.308,80.606,81.295,79.605,72.086
2005Q2,81.137,81.65,95.473,125.814,83.113,75.631,90.464,89.675,93.579,67.374,108.397,96.177,77.263,88.529,94.257,78.028,92.687,95.38,81.574,76.163,81.333,82.081,80.232,73.01
2005Q3,81.905,82.532,97.058,124.905,85.673,76.209,91.427,90.688,93.913,69.786,107.439,96.275,79.294,89.055,94.567,78.995,94.52,97.532,81.982,77.22,82.182,83.084,80.81,74.18
2005Q4,82.557,83.189,97.156,124.615,85.92,77.106,92.479,91.715,94.642,72.546,106.957,96.725,80.76,89.592,95.179,79.391,96.121,99.472,82.069,78.211,82.772,83.79,81.2,75.391
2006Q1,83.135,83.621,97.075,124.091,86.01,77.759,93.317,92.571,95.228,74.437,106.726,97.189,82.051,90.131,95.691,79.992,96.328,99.557,82.849,78.808,83.469,84.459,81.947,75.93
2006Q2,83.871,84.355,97.818,123.514,87.266,78.488,93.895,93.146,95.7,76.3,106.452,97.325,82.804,91.357,97.026,81.014,97.493,100.671,84.257,79.768,84.051,85.143,82.352,77.103
2006Q3,84.486,84.962,98.387,122.964,88.273,79.11,94.435,93.638,96.291,77.7,106.808,97.39,83.101,92.458,98.306,81.761,98.446,101.659,85.051,80.495,84.673,85.868,82.803,77.886
2006Q4,84.806,84.822,96.696,122.179,86.235,79.643,95.13,94.355,97.045,79.711,107.046,97.582,83.701,92.47,98.304,81.798,97.303,100.155,85.492,81.18,85.114,86.339,83.19,78.708
2007Q1,85.655,85.597,97.374,121.543,87.435,80.461,95.61,94.835,97.518,80.695,107.071,98.181,84.136,93.428,99.322,82.642,97.935,100.792,86.066,82.408,85.842,86.985,84.067,80.214
2007Q2,86.201,86.324,98.432,120.962,89.145,81.043,95.641,94.894,97.7,81.079,106.978,98.542,83.916,94.65,100.691,83.59,99.576,102.539,87.247,83.212,86.528,87.603,84.873,81.083
2007Q3,86.568,86.812,98.643,120.129,89.771,81.653,95.653,94.862,97.654,81.787,106.2,98.733,83.949,95.348,101.433,84.214,100.956,103.983,88.386,83.995,87.124,88.391,85.131,81.971
2007Q4,86.982,87.694,99.857,119.625,91.671,82.394,95.558,94.836,97.611,82.763,105.26,98.827,84.039,96.811,103.112,85.287,104.708,108.31,89.758,84.997,87.822,89.308,85.445,83.146
2008Q1,87.359,88.408,100.885,119.289,93.228,82.975,95.653,95.028,98.013,83.873,104.828,99.58,83.723,98.71,105.59,86.107,108.717,113.022,90.923,86.117,88.563,90.02,86.238,84.486
2008Q2,87.678,89.269,102.142,118.511,95.272,83.671,95.76,95.156,98.31,84.733,104.459,100.143,83.395,100.763,108.351,86.794,113.896,118.92,93.165,87.198,89.47,90.999,87.017,85.669
2008Q3,88.361,90.221,103.855,118.13,97.784,84.307,96.224,95.768,99.342,86.306,105.415,100.585,82.675,102.113,109.844,87.846,116.565,122.062,93.894,88.174,90.141,91.852,87.366,86.827
2008Q4,88.511,88.781,99.216,117.287,91.74,84.178,97.963,96.68,100.861,88.093,108.13,100.194,81.521,95.962,101.593,85.634,103.954,106.974,90.959,87.362,89.712,91.125,87.471,85.784
2009Q1,88.536,88.181,97.466,116.657,89.589,84.047,97.162,95.998,100.158,87.162,107.755,99.458,80.865,92.715,97.562,83.719,95.345,96.701,88.325,86.392,88.959,90.117,87.169,84.68
2009Q2,88.418,88.532,98.547,116.352,91.16,84.105,95.639,94.734,98.832,84.68,107.067,98.713,79.798,92.67,98.064,82.723,96.64,98.586,87.529,86.518,88.975,89.858,87.669,84.875
2009Q3,88.474,89.142,99.76,115.46,93.147,84.47,94.36,93.736,97.71,82.497,106.011,98.543,79.235,93.691,99.294,83.359,99.677,102.369,87.949,86.895,89.247,90.302,87.635,85.317
2009Q4,88.798,89.83,100.565,115.854,94.102,85.108,94.028,93.509,97.251,82.405,104.582,98.793,79.821,94.859,100.361,84.689,102.472,105.428,89.708,87.538,89.933,91.129,88.076,85.932
2010Q1,89.018,90.177,100.71,115.227,94.539,85.534,93.588,93.015,96.589,82.747,102.893,98.47,79.949,95.845,101.476,85.455,104.168,107.436,90.213,88.282,90.506,91.563,88.897,86.789
2010Q2,89.431,90.317,100.118,114.202,94.119,85.969,93.585,92.933,96.645,83.232,102.481,98.728,79.388,96.972,102.756,86.312,103.696,106.666,90.816,88.91,91.2,92.089,89.883,87.373
2010Q3,89.755,90.49,100.092,113.355,94.41,86.225,93.636,92.927,96.639,83.729,102.44,98.343,79.393,97.255,102.994,86.683,103.108,105.795,91.308,89.33,91.562,92.365,90.395,87.834
2010Q4,90.27,91.07,101.211,113.0,96.098,86.581,93.941,93.23,96.906,84.298,102.358,98.831,79.842,99.44,105.912,87.531,105.456,108.421,92.575,90.072,92.307,93.076,91.2,88.573
2011Q1,90.71,91.835,102.789,113.014,98.284,87.01,94.182,93.497,97.2,84.638,102.29,99.578,79.999,101.997,109.183,88.772,109.713,113.597,93.253,90.945,93.136,94.151,91.608,89.474
2011Q2,91.363,92.738,104.52,113.299,100.577,87.57,94.61,93.973,97.721,85.742,102.637,99.918,80.289,104.012,111.616,90.016,113.011,117.414,94.528,91.933,93.979,95.047,92.361,90.562
2011Q3,91.84,93.167,104.878,113.118,101.147,88.027,94.744,94.145,97.93,86.733,102.513,100.002,80.309,104.566,112.137,90.623,112.879,117.201,94.728,92.342,94.306,95.442,92.568,91.025
2011Q4,91.951,93.475,105.112,112.662,101.661,88.364,94.855,94.347,98.172,87.865,102.632,99.732,80.348,103.455,110.536,90.416,112.559,116.942,94.179,92.223,94.18,95.275,92.511,90.913
2012Q1,92.495,94.094,105.765,112.507,102.648,88.967,95.185,94.803,98.773,89.161,102.9,100.258,80.218,104.101,111.114,91.186,113.643,118.156,94.726,93.011,94.506,95.636,92.778,92.015
2012Q2,92.881,94.321,105.424,111.846,102.445,89.429,95.632,95.082,99.046,90.342,102.845,100.263,80.536,104.29,111.082,91.786,112.755,116.98,94.967,93.101,94.715,95.872,92.939,92.024
2012Q3,93.459,94.595,105.41,111.203,102.697,89.822,96.071,95.468,99.361,90.712,103.139,100.563,81.228,104.223,110.99,91.765,110.94,114.68,95.074,93.501,94.897,96.12,93.014,92.572
2012Q4,93.869,95.126,105.883,110.823,103.534,90.374,96.301,95.612,99.339,90.62,103.467,100.085,82.044,104.579,111.181,92.423,112.098,115.951,95.77,94.226,95.013,96.332,92.976,93.706
2013Q1,94.204,95.459,105.756,110.545,103.473,90.9,96.169,95.641,99.047,90.38,103.266,99.615,83.312,104.896,111.372,92.97,112.273,116.043,96.269,94.844,94.947,96.022,93.31,94.775
2013Q2,94.474,95.508,104.787,109.812,102.402,91.382,96.518,95.946,99.143,91.024,102.983,99.842,84.41,104.205,110.127,93.291,110.845,114.212,96.503,95.2,95.102,96.04,93.691,95.259
2013Q3,94.989,95.901,104.911,109.213,102.847,91.888,96.819,96.248,99.227,91.603,102.815,99.907,85.517,104.402,110.169,93.774,110.347,113.506,96.864,95.791,95.436,96.323,94.111,96.013
2013Q4,95.477,96.254,104.741,108.637,102.858,92.465,97.206,96.805,99.5,92.889,102.366,100.429,87.14,104.324,109.707,94.406,110.113,112.964,97.907,96.701,96.904,97.452,96.122,96.568
2014Q1,95.84,96.696,104.896,107.705,103.498,93.03,97.783,97.457,99.84,94.315,102.182,100.683,88.992,105.076,110.524,95.038,111.454,114.493,98.47,97.075,96.649,97.456,95.454,97.34
