Time,Gross domestic income,"Compensation of employees, paid",Wages and salaries,To persons,To the rest of the world,Supplements to wages and salaries,Taxes on production and imports,Less: Subsidies,Net operating surplus,Private enterprises,"Net interest and miscellaneous payments, domestic industries",Business current transfer payments (net),Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,"Corporate profits with inventory valuation and capital consumption adjustments, domestic industries",Taxes on corporate income,Profits after tax with inventory valuation and capital consumption adjustments,Net dividends,Undistributed corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Consumption of fixed capital,Private,Government,Statistical discrepancy
1982Q1,3272.128,1864.869,1567.744,,,297.125,237.401,13.996,661.927,665.365,269.758,18.641,165.195,23.548,188.224,50.612,137.612,76.127,61.485,-3.438,521.926,409.367,112.559,2.174
1982Q2,3326.727,1884.558,1581.934,,,302.624,238.262,13.604,683.634,686.983,276.817,19.152,169.412,21.08,200.522,52.736,147.786,64.492,83.294,-3.349,533.877,418.011,115.866,5.244
1982Q3,3360.833,1904.945,1596.627,,,308.319,241.777,13.04,684.402,687.899,272.905,19.522,170.698,24.379,200.396,53.212,147.184,70.509,76.676,-3.497,542.749,424.714,118.035,5.489
1982Q4,3380.87,1918.325,1604.532,,,313.793,246.292,19.428,686.381,689.766,272.496,19.954,179.459,26.324,191.532,48.616,142.916,77.264,65.652,-3.385,549.301,429.476,119.825,21.69
1983Q1,3442.826,1947.394,1622.636,,,324.758,250.664,19.9,712.36,714.948,276.121,20.301,183.262,25.78,209.484,50.24,159.244,83.346,75.898,-2.587,552.307,432.297,120.01,30.587
1983Q2,3526.639,1986.471,1654.848,,,331.623,261.239,21.584,741.431,743.507,276.941,20.905,182.636,24.745,238.28,65.332,172.948,81.67,91.278,-2.075,559.081,436.021,123.06,52.209
1983Q3,3613.588,2029.805,1691.575,,,338.23,267.494,22.196,772.317,774.021,290.148,21.883,183.805,23.742,254.444,73.984,180.46,84.824,95.636,-1.704,566.169,440.648,125.521,75.591
1983Q4,3725.69,2086.974,1741.685,,,345.289,273.727,21.536,813.594,814.764,303.17,23.636,195.301,23.478,269.179,76.12,193.059,87.144,105.915,-1.17,572.932,446.177,126.754,69.016
1984Q1,3866.136,2144.073,1784.233,,,359.84,281.644,21.224,879.398,881.037,308.124,26.685,221.918,23.192,301.118,88.436,212.682,89.785,122.897,-1.639,582.246,452.61,129.636,41.918
1984Q2,3962.847,2195.373,1828.356,,,367.017,287.748,20.996,909.229,910.339,326.968,28.648,231.775,21.715,301.232,87.144,214.088,89.393,124.696,-1.11,591.493,459.545,131.947,46.754
1984Q3,4040.395,2241.817,1867.257,,,374.56,292.172,20.88,924.11,924.882,342.635,30.141,232.366,24.449,295.29,74.744,220.546,90.355,130.191,-0.772,603.176,466.985,136.191,43.855
1984Q4,4115.393,2283.068,1900.656,,,382.411,297.528,21.16,939.289,939.235,346.724,31.162,226.936,29.257,305.156,75.584,229.572,89.411,140.161,0.054,616.669,474.928,141.741,33.158
1985Q1,4191.02,2323.735,1932.369,,,391.365,301.047,21.119,963.708,962.931,351.77,32.203,240.667,26.878,311.413,80.512,230.901,94.582,136.319,0.778,623.649,483.375,140.275,39.147
1985Q2,4248.348,2363.862,1963.845,,,400.018,305.701,20.994,965.217,963.11,350.811,38.146,238.477,25.327,310.348,78.812,231.536,104.616,126.92,2.107,634.561,491.968,142.594,46.539
1985Q3,4325.809,2406.632,1997.626,,,409.005,311.851,21.333,983.494,981.085,348.997,32.787,240.737,27.054,331.51,84.74,246.77,98.437,148.333,2.409,645.165,500.708,144.458,60.964
1985Q4,4374.446,2455.929,2037.22,,,418.71,313.933,21.994,969.4,967.211,357.58,33.104,244.323,25.553,306.649,82.376,224.273,102.001,122.272,2.189,657.178,509.594,147.583,69.648
1986Q1,4439.594,2493.036,2065.464,2062.661,2.803,427.572,317.495,23.105,983.979,981.519,375.16,42.051,245.628,22.012,296.668,87.84,208.828,103.092,105.735,2.46,668.189,518.627,149.562,68.3
1986Q2,4468.777,2519.014,2083.631,2080.912,2.719,435.383,319.475,24.187,974.559,972.041,378.44,34.517,251.631,21.078,286.374,88.404,197.97,108.377,89.594,2.518,679.916,527.418,152.498,76.563
1986Q3,4515.237,2556.896,2113.131,2110.548,2.583,443.764,326.155,25.451,966.684,964.15,374.284,33.248,264.416,16.592,275.61,90.004,185.606,100.221,85.385,2.534,690.953,535.968,154.986,92.432
1986Q4,4575.53,2606.435,2154.242,2151.587,2.655,452.193,330.367,26.837,963.444,960.792,371.423,34.027,264.24,13.391,277.711,101.236,176.475,101.078,75.397,2.652,702.121,544.275,157.846,82.097
1987Q1,4652.468,2649.361,2194.256,2191.668,2.588,455.105,336.035,28.281,982.753,979.687,367.338,34.011,275.438,14.487,288.413,101.542,186.87,101.663,85.207,3.067,712.6,552.34,160.26,69.687
1987Q2,4759.392,2693.567,2231.434,2228.898,2.536,462.133,344.369,30.443,1028.129,1025.285,374.793,34.35,282.308,14.133,319.699,115.122,204.577,98.804,105.774,2.845,723.77,561.153,162.617,46.767
1987Q3,4865.151,2741.443,2271.965,2269.785,2.18,469.478,352.378,31.306,1066.561,1063.989,380.365,32.481,289.495,17.477,344.171,119.884,224.287,100.687,123.6,2.571,736.076,570.713,165.362,19.404
1987Q4,4969.432,2810.672,2332.835,2330.739,2.096,477.837,357.398,31.098,1083.375,1080.863,390.69,32.327,298.63,20.287,338.928,114.26,224.668,111.498,113.17,2.511,749.086,581.022,168.064,38.562
1988Q1,5068.209,2858.473,2367.096,2365.187,1.909,491.377,365.22,30.364,1111.078,1108.863,393.458,31.117,319.16,21.05,344.078,112.591,231.487,97.548,133.939,2.215,763.802,591.862,171.94,5.163
1988Q2,5176.433,2924.054,2422.462,2420.545,1.917,501.592,372.5,29.842,1132.041,1125.886,399.122,31.675,322.499,20.281,352.308,120.002,232.306,107.941,124.364,6.155,777.68,602.619,175.061,13.603
1988Q3,5285.539,2976.558,2463.571,2461.858,1.713,512.987,377.526,29.237,1169.321,1162.736,415.484,33.166,333.596,21.203,359.287,129.12,230.166,129.289,100.877,6.585,791.371,613.292,178.079,-2.704
1988Q4,5404.274,3036.327,2509.467,2507.558,1.909,526.86,382.612,28.565,1208.765,1201.492,430.795,35.066,326.841,27.429,381.361,135.351,246.011,119.69,126.321,7.273,805.134,623.882,181.253,-4.765
1989Q1,5493.904,3080.126,2541.872,2539.81,2.062,538.254,391.008,27.952,1232.294,1225.178,453.568,37.233,348.099,23.078,363.2,137.171,226.03,147.102,78.928,7.115,818.428,634.387,184.041,17.349
1989Q2,5542.536,3115.774,2564.689,2562.471,2.218,551.085,397.485,27.389,1224.983,1217.936,463.202,37.665,339.519,21.171,356.379,122.964,233.414,147.959,85.456,7.048,831.683,644.682,187.001,69.927
1989Q3,5606.205,3156.319,2593.525,2591.227,2.298,562.794,403.939,27.096,1228.155,1220.896,469.596,39.13,337.157,20.009,355.004,118.934,236.07,151.827,84.243,7.259,844.888,654.766,190.122,89.16
1989Q4,5652.361,3211.327,2637.258,2634.628,2.63,574.069,403.033,27.275,1207.243,1199.629,467.251,39.039,339.742,21.833,331.765,118.619,213.146,143.948,69.197,7.614,858.033,664.64,193.393,94.876
1990Q1,5767.833,3274.921,2686.591,2683.305,3.286,588.33,419.548,27.125,1230.468,1225.289,472.791,39.375,345.605,23.137,344.381,116.753,227.628,168.831,58.797,5.179,870.021,674.302,195.719,104.868
1990Q2,5864.899,3336.913,2741.034,2737.664,3.37,595.879,419.45,26.95,1253.256,1249.741,471.551,38.97,351.118,26.654,361.449,121.667,239.782,165.293,74.489,3.515,882.23,683.805,198.424,95.129
1990Q3,5910.988,3374.835,2771.624,2768.142,3.482,603.211,426.751,26.93,1241.318,1237.942,470.767,38.873,358.938,31.6,337.763,125.139,212.625,168.98,43.644,3.377,895.014,693.148,201.865,104.127
1990Q4,5927.434,3384.05,2774.773,2770.995,3.778,609.277,434.21,26.967,1229.276,1226.434,469.33,39.502,356.952,31.273,329.377,123.705,205.672,171.255,34.417,2.842,906.865,702.332,204.534,77.299
1991Q1,5973.071,3389.868,2774.065,2770.457,3.608,615.804,444.009,27.137,1247.36,1241.489,454.294,39.753,347.459,32.969,367.014,120.157,246.857,172.201,74.656,5.871,918.971,711.356,207.615,62.107
1991Q2,6034.491,3430.273,2802.805,2798.869,3.936,627.468,451.552,27.213,1250.933,1242.845,442.57,38.655,353.015,35.492,373.113,115.996,257.118,178.938,78.179,8.088,928.946,719.005,209.94,92.371
1991Q3,6098.185,3472.728,2830.887,2826.783,4.104,641.841,461.27,27.504,1253.91,1245.247,437.373,38.483,353.62,39.437,376.335,116.916,259.419,177.974,81.445,8.663,937.781,725.281,212.5,107.752
1991Q4,6155.919,3520.192,2861.159,2856.643,4.516,659.034,471.532,28.098,1248.42,1238.171,417.918,38.666,362.555,46.412,372.62,118.183,254.437,182.098,72.339,10.249,943.873,730.182,213.691,108.621
1992Q1,6284.7,3598.666,2915.852,2911.136,4.716,682.814,476.405,28.575,1290.034,1280.255,412.029,38.625,378.711,50.002,400.887,130.432,270.456,171.844,98.612,9.779,948.169,733.71,214.459,78.403
1992Q2,6375.336,3654.9,2954.982,2950.23,4.752,699.918,481.22,29.224,1313.259,1302.804,404.132,38.363,395.206,57.266,407.837,132.371,275.466,176.536,98.93,10.454,955.181,738.791,216.39,95.427
1992Q3,6427.0,3691.394,2979.434,2974.73,4.704,711.96,485.976,30.392,1316.671,1305.288,394.89,38.88,407.857,64.317,399.344,127.797,271.548,177.265,94.283,11.383,963.352,745.424,217.927,139.64
1992Q4,6532.228,3739.889,3023.755,3018.883,4.872,716.134,489.897,32.161,1360.326,1350.167,392.873,43.012,418.846,70.705,424.73,137.057,287.673,188.248,99.426,10.159,974.276,753.611,220.665,148.575
1993Q1,6546.005,3748.676,3019.044,3014.197,4.847,729.632,489.749,35.468,1356.882,1347.274,400.911,40.204,418.929,80.719,406.511,141.728,264.783,195.856,68.927,9.608,986.166,763.351,222.815,183.454
1993Q2,6664.264,3803.527,3069.757,3064.666,5.091,733.77,497.551,37.558,1403.208,1391.462,391.078,39.302,429.555,86.85,444.677,154.122,290.555,196.384,94.17,11.745,997.536,773.191,224.345,144.675
1993Q3,6717.134,3837.401,3096.91,3091.771,5.139,740.491,504.893,37.688,1403.833,1391.966,384.927,38.7,423.448,92.528,452.362,146.383,305.979,200.403,105.576,11.867,1008.696,783.131,225.565,164.964
1993Q4,6885.13,3892.833,3144.931,3139.448,5.483,747.902,520.314,36.01,1486.393,1473.892,382.725,39.346,440.004,100.221,511.597,177.955,333.642,211.8,121.841,12.501,1021.6,793.171,228.429,128.608
1994Q1,6956.227,3917.304,3156.632,3150.853,5.779,760.672,531.463,33.567,1507.742,1494.909,377.455,40.71,450.23,108.977,517.538,155.921,361.617,210.542,151.075,12.832,1033.285,803.311,229.974,159.425
1994Q2,7098.217,3995.615,3227.404,3221.421,5.983,768.211,544.395,32.376,1543.613,1530.865,384.393,39.702,454.123,113.459,539.188,164.124,375.064,221.685,153.379,12.748,1046.97,815.045,231.925,148.713
1994Q3,7205.842,4035.771,3262.723,3256.732,5.991,773.047,550.51,31.945,1589.236,1576.497,390.237,41.265,456.768,116.286,571.942,180.226,391.716,218.927,172.79,12.739,1062.27,828.373,233.897,125.232
1994Q4,7331.661,4092.136,3315.659,3309.58,6.079,776.477,554.622,32.204,1637.2,1624.896,406.483,41.182,465.457,115.94,595.833,190.414,405.419,230.41,175.009,12.304,1079.907,843.295,236.612,123.628
1995Q1,7401.941,4138.481,3362.141,3355.93,6.211,776.339,555.321,33.964,1642.952,1626.529,408.328,43.617,467.357,118.286,588.94,194.746,394.194,237.017,157.178,16.423,1099.15,859.812,239.339,120.348
1995Q2,7480.96,4176.938,3399.263,3393.012,6.251,777.675,553.593,34.614,1669.291,1653.132,408.9,44.901,471.97,121.577,605.784,191.033,414.751,240.684,174.068,16.159,1115.753,874.785,240.968,100.037
1995Q3,7610.482,4223.789,3442.968,3436.717,6.251,780.821,558.946,35.147,1732.132,1715.54,409.6,45.836,484.461,125.707,649.936,198.026,451.911,259.818,192.093,16.592,1130.762,888.215,242.547,72.644
1995Q4,7696.985,4269.498,3484.076,3477.713,6.363,785.422,563.75,35.523,1755.401,1738.548,407.861,45.511,500.954,133.962,650.261,193.991,456.27,265.578,190.692,16.853,1143.859,900.101,243.758,75.6
1996Q1,7820.26,4318.408,3528.308,3522.262,6.046,790.1,570.417,35.502,1811.361,1794.155,400.673,46.809,523.312,139.519,683.842,201.661,482.181,269.593,212.588,17.206,1155.575,910.444,245.131,48.209
1996Q2,7967.235,4391.572,3594.02,3587.774,6.246,797.552,577.683,35.434,1865.854,1848.469,410.916,48.195,547.499,141.611,700.249,213.391,486.858,275.336,211.521,17.385,1167.56,922.048,245.512,65.605
1996Q3,8066.765,4455.328,3651.335,3645.049,6.286,803.993,581.754,35.193,1882.995,1864.845,418.747,48.922,547.476,143.674,706.026,213.716,492.31,289.339,202.972,18.15,1181.881,934.914,246.967,64.643
1996Q4,8210.113,4518.961,3708.714,3702.068,6.646,810.247,593.156,34.807,1936.593,1918.32,433.215,66.653,556.847,145.315,716.29,216.776,499.514,299.576,199.938,18.273,1196.21,949.041,247.168,49.658
1997Q1,8349.95,4596.567,3780.52,3774.089,6.431,816.047,595.715,34.375,1978.742,1960.845,440.916,46.902,575.562,144.151,753.313,218.202,535.111,300.749,234.362,17.897,1213.302,964.43,248.872,12.705
1997Q2,8474.827,4664.319,3839.988,3833.381,6.607,824.331,610.396,33.647,2002.534,1983.952,448.991,47.357,575.138,144.566,767.9,222.477,545.423,304.248,241.175,18.582,1231.224,979.915,251.31,43.998
1997Q3,8648.935,4743.318,3907.42,3900.685,6.735,835.898,616.58,33.432,2074.663,2056.65,459.137,53.5,588.538,147.383,808.092,234.202,573.891,314.346,259.544,18.013,1247.806,995.497,252.309,13.888
1997Q4,8795.494,4848.68,3997.056,3990.141,6.915,851.624,623.765,33.786,2091.862,2074.04,472.872,52.492,596.593,152.142,799.941,224.167,575.774,331.564,244.209,17.822,1264.973,1011.175,253.798,-29.587
1998Q1,8894.375,4946.382,4079.287,4072.533,6.754,867.095,629.053,33.81,2071.403,2054.552,492.793,58.938,617.383,156.82,728.619,222.144,506.475,339.106,167.369,16.851,1281.346,1026.95,254.396,-27.895
1998Q2,9046.494,5032.752,4149.93,4143.092,6.838,882.822,635.519,35.006,2113.195,2095.97,513.183,60.412,630.197,162.59,729.588,218.937,510.651,347.637,163.014,17.225,1300.034,1043.346,256.688,-76.795
1998Q3,9210.815,5119.465,4222.021,4214.951,7.07,897.444,643.027,36.784,2166.339,2149.091,523.969,62.611,645.417,168.033,749.061,225.457,523.604,342.688,180.916,17.248,1318.769,1060.363,258.406,-89.718
1998Q4,9325.159,5204.208,4293.478,4286.14,7.338,910.73,650.29,39.872,2171.736,2155.564,517.377,74.344,668.108,173.381,722.354,220.682,501.672,348.013,153.659,16.172,1338.797,1078.001,260.796,-31.168
1999Q1,9486.042,5294.986,4372.655,4360.383,12.272,922.331,657.528,42.447,2217.287,2199.477,513.634,65.421,682.44,176.116,761.866,226.471,535.395,333.029,202.365,17.811,1358.687,1096.259,262.428,-74.36
1999Q2,9567.858,5351.497,4416.915,4405.08,11.835,934.582,667.068,45.027,2211.112,2193.803,502.837,67.085,690.222,179.581,754.078,223.551,530.527,335.253,195.274,17.309,1383.208,1117.943,265.264,-41.648
1999Q3,9695.871,5430.455,4480.152,4469.427,10.725,950.302,679.003,46.449,2222.207,2205.379,520.876,67.883,699.488,179.41,737.722,227.61,510.112,317.553,192.559,16.829,1410.656,1143.053,267.603,-9.245
1999Q4,9892.178,5562.791,4590.98,4579.829,11.151,971.811,690.739,46.913,2242.366,2226.999,538.024,70.345,713.256,178.883,726.49,231.911,494.579,348.84,145.738,15.367,1443.195,1171.588,271.607,7.991
2000Q1,10156.063,5756.349,4758.656,4747.099,11.557,997.693,698.55,45.067,2267.262,2252.413,556.201,81.004,720.561,179.83,714.817,243.31,471.508,371.167,100.34,14.849,1478.97,1203.549,275.421,-153.884
2000Q2,10287.356,5799.292,4786.604,4774.663,11.941,1012.688,707.315,45.472,2320.088,2306.469,592.167,84.301,750.678,180.202,699.121,241.71,457.411,390.669,66.742,13.619,1506.133,1227.519,278.614,-39.636
2000Q3,10442.351,5911.457,4878.79,4866.886,11.904,1032.667,711.26,45.819,2340.491,2330.398,623.329,86.337,760.29,182.853,677.589,222.794,454.795,401.453,53.342,10.093,1524.963,1243.499,281.464,-124.186
2000Q4,10501.081,5951.419,4905.668,4893.555,12.113,1045.751,717.097,47.002,2344.723,2337.47,643.246,89.039,782.708,191.016,631.46,225.979,405.481,371.315,34.166,7.253,1534.844,1251.489,283.355,-65.337
2001Q1,10679.421,6057.905,4987.238,4974.952,12.287,1070.666,724.18,55.232,2386.125,2379.878,651.572,98.571,809.975,197.126,622.634,188.597,434.036,362.899,71.138,6.247,1566.444,1281.221,285.223,-209.19
2001Q2,10732.106,6048.79,4969.261,4956.884,12.377,1079.529,724.146,62.013,2427.164,2422.622,654.057,100.197,827.759,202.604,638.004,182.69,455.315,345.389,109.926,4.542,1594.02,1307.093,286.927,-133.106
2001Q3,10718.673,6032.702,4944.066,4931.414,12.652,1088.636,725.338,71.162,2420.215,2411.059,632.554,100.466,845.551,204.794,627.694,162.829,464.865,372.588,92.277,9.156,1611.579,1322.838,288.741,-120.653
2001Q4,10664.415,6045.976,4945.952,4933.241,12.712,1100.024,737.095,46.433,2301.785,2299.099,570.216,97.665,840.938,205.078,585.201,146.475,438.727,367.365,71.362,2.686,1625.991,1335.676,290.315,-3.95
2002Q1,10826.772,6068.74,4953.879,4941.312,12.567,1114.861,744.026,42.574,2419.05,2414.475,547.92,87.839,859.745,207.315,711.657,147.364,564.293,375.592,188.701,4.575,1637.53,1344.964,292.566,-43.273
2002Q2,10967.337,6137.268,5006.446,4993.754,12.692,1130.822,751.293,39.822,2469.347,2463.834,553.025,81.552,864.434,208.855,755.968,153.672,602.296,386.273,216.022,5.513,1649.251,1354.357,294.894,-79.877
2002Q3,11051.742,6165.291,5020.511,5007.544,12.967,1144.78,768.491,41.333,2494.89,2484.465,547.821,77.463,873.009,207.677,778.494,161.806,616.688,363.537,253.151,10.424,1664.403,1367.028,297.375,-67.702
2002Q4,11197.272,6202.172,5035.549,5022.485,13.064,1166.623,776.312,41.856,2579.903,2570.123,552.417,76.168,883.355,209.946,848.237,179.853,668.384,392.372,276.013,9.78,1680.74,1380.933,299.807,-135.84
2003Q1,11245.795,6221.885,5035.694,5022.351,13.342,1186.191,788.612,47.12,2587.39,2580.31,544.685,77.822,876.295,218.701,862.807,199.942,662.865,372.099,290.765,7.08,1695.027,1392.296,302.731,-71.666
2003Q2,11377.023,6315.763,5109.829,5096.694,13.135,1205.935,799.992,57.14,2609.614,2603.942,521.359,75.585,892.397,223.194,891.407,196.456,694.951,447.368,247.584,5.672,1708.794,1403.422,305.372,-64.257
2003Q3,11565.399,6402.369,5177.406,5164.052,13.354,1224.963,812.991,45.922,2670.249,2666.035,515.709,75.74,905.261,227.513,941.813,217.65,724.163,418.902,305.261,4.214,1725.713,1417.187,308.525,1.27
2003Q4,11734.357,6509.165,5264.906,5251.293,13.613,1244.258,820.869,46.047,2703.513,2699.996,493.336,75.042,916.086,238.98,976.552,241.006,735.546,453.443,282.103,3.517,1746.857,1434.954,311.902,37.878
2004Q1,11916.004,6550.843,5283.996,5269.729,14.267,1266.847,847.322,44.242,2788.094,2786.093,451.682,80.273,946.564,243.0,1064.574,251.408,813.166,488.875,324.291,2.001,1773.987,1458.098,315.889,7.444
2004Q2,12148.492,6678.479,5390.75,5376.006,14.744,1287.728,859.898,43.662,2850.168,2849.023,449.415,79.672,963.037,243.418,1113.482,271.582,841.9,485.537,356.363,1.145,1803.609,1482.431,321.177,-35.677
2004Q3,12376.076,6813.4,5502.469,5488.035,14.434,1310.931,871.333,45.378,2901.575,2902.086,458.651,78.496,964.199,241.8,1158.94,292.736,866.204,481.47,384.734,-0.511,1835.146,1507.71,327.436,-70.769
2004Q4,12540.611,6874.482,5546.092,5531.347,14.744,1328.391,893.838,52.263,2949.941,2951.155,476.402,89.409,977.78,242.912,1164.652,298.32,866.332,614.192,252.14,-1.215,1874.613,1540.247,334.366,-13.397
2005Q1,12750.057,6937.715,5586.072,5569.834,16.238,1351.642,915.059,56.729,3042.411,3044.498,511.613,84.154,957.11,233.687,1257.935,375.747,882.188,454.663,427.525,-2.086,1911.601,1572.415,339.186,17.229
2005Q2,12964.763,7017.127,5649.387,5633.053,16.333,1367.74,937.317,60.694,3122.044,3124.988,556.532,96.497,963.936,231.156,1276.867,363.962,912.905,402.968,509.937,-2.943,1948.969,1603.872,345.097,-42.107
2005Q3,13180.576,7134.214,5749.835,5733.465,16.369,1384.379,952.103,61.986,3166.569,3171.011,590.198,92.038,988.041,213.554,1287.181,370.249,916.932,245.325,671.607,-4.442,1989.675,1637.912,351.763,-37.934
2005Q4,13489.392,7221.831,5826.679,5809.979,16.7,1395.152,965.272,64.234,3332.563,3336.888,638.176,89.876,1007.478,206.026,1395.332,409.037,986.295,170.614,815.682,-4.326,2033.96,1676.323,357.637,-165.188
2006Q1,13795.893,7391.39,5983.062,5966.347,16.715,1408.329,981.844,55.729,3407.96,3410.282,644.154,76.709,1049.502,194.509,1445.408,421.381,1024.028,574.094,449.934,-2.322,2070.428,1708.101,362.327,-196.733
2006Q2,13973.084,7439.589,6024.19,6007.57,16.62,1415.399,991.688,51.546,3486.258,3491.025,726.186,76.301,1052.043,183.436,1453.058,432.634,1020.424,584.756,435.668,-4.767,2107.094,1737.794,369.3,-219.66
2006Q3,14125.037,7498.469,6073.028,6056.805,16.223,1425.441,1004.102,49.886,3531.244,3538.419,723.389,82.7,1048.75,177.791,1505.789,451.289,1054.5,646.458,408.042,-7.175,2141.108,1765.919,375.189,-254.849
2006Q4,14207.487,7635.573,6192.991,6175.958,17.033,1442.582,1010.524,48.708,3432.068,3441.424,714.65,83.562,1053.184,168.742,1421.286,415.282,1006.004,746.446,259.558,-9.356,2178.031,1795.551,382.479,-167.927
2007Q1,14341.982,7816.971,6354.735,6338.564,16.171,1462.236,1025.852,49.499,3333.983,3345.859,752.06,97.82,1017.222,162.476,1316.281,418.619,897.662,662.013,235.649,-11.876,2214.675,1823.717,390.958,-126.331
2007Q2,14511.372,7856.222,6381.396,6365.127,16.269,1474.826,1033.08,58.181,3439.323,3451.586,830.011,95.081,998.504,180.253,1347.737,413.306,934.431,668.019,266.412,-12.263,2240.928,1843.831,397.097,-109.289
2007Q3,14465.128,7895.385,6407.743,6392.332,15.411,1487.643,1035.796,55.913,3324.258,3336.507,828.14,98.48,987.098,193.632,1229.157,376.508,852.649,697.274,155.375,-12.249,2265.601,1862.279,403.322,98.989
2007Q4,14529.241,7988.896,6485.268,6468.668,16.6,1503.628,1052.587,54.744,3252.706,3267.802,843.819,97.608,978.763,208.675,1138.936,358.695,780.242,684.138,96.103,-15.096,2289.796,1879.944,409.852,185.817
2008Q1,14574.086,8067.816,6552.34,6534.05,18.29,1515.476,1045.748,51.941,3192.668,3208.771,828.794,111.964,964.96,249.248,1053.805,297.984,755.821,668.865,86.956,-16.103,2319.795,1902.823,416.972,132.452
2008Q2,14617.898,8066.295,6544.069,6527.291,16.778,1522.226,1054.693,51.66,3201.371,3218.489,837.486,105.541,967.537,280.963,1026.962,285.23,741.732,685.238,56.493,-17.118,2347.2,1923.79,423.41,247.803
2008Q3,14711.004,8085.25,6558.017,6541.771,16.247,1527.232,1058.494,52.0,3243.221,3260.309,884.027,105.628,957.217,305.248,1008.189,270.65,737.539,654.489,83.051,-17.088,2376.04,1945.696,430.344,187.994
2008Q4,14411.662,8055.357,6529.371,6511.813,17.558,1525.986,1040.028,54.626,2978.088,2994.69,856.801,127.991,951.502,325.642,732.754,169.81,562.945,634.815,-71.87,-16.602,2392.814,1955.462,437.352,196.547
2009Q1,14162.551,7739.385,6234.589,6219.894,14.695,1504.796,1015.911,55.357,3075.172,3090.781,776.05,120.888,913.805,326.526,953.512,171.977,781.535,603.223,178.312,-15.61,2387.44,1946.806,440.635,268.35
2009Q2,14188.354,7770.265,6262.793,6248.757,14.036,1507.472,1017.312,55.465,3087.187,3101.428,719.411,140.736,902.034,335.906,1003.34,195.331,808.009,544.069,263.94,-14.241,2369.055,1927.499,441.556,192.883
2009Q3,14263.641,7754.474,6245.162,6231.445,13.717,1509.312,1028.752,67.069,3188.502,3202.064,669.74,118.224,935.014,355.89,1123.196,206.414,916.782,450.678,466.104,-13.562,2358.981,1916.355,442.626,185.241
2009Q4,14530.841,7804.64,6286.581,6273.383,13.198,1518.059,1045.298,55.499,3366.773,3381.583,659.758,120.622,1001.652,372.046,1227.505,242.01,985.495,468.358,517.137,-14.81,2369.629,1923.377,446.252,120.407
2010Q1,14652.508,7774.624,6240.243,6227.341,12.902,1534.381,1044.645,54.794,3513.481,3529.764,646.243,126.022,1057.125,404.881,1295.493,256.34,1039.153,484.751,554.402,-16.282,2374.551,1924.246,450.305,112.103
2010Q2,14865.717,7918.168,6368.23,6354.758,13.472,1549.938,1062.14,55.491,3558.175,3576.63,621.6,122.725,1103.464,428.875,1299.966,262.247,1037.719,478.113,559.606,-18.455,2382.725,1927.477,455.248,114.476
2010Q3,15136.173,7990.231,6430.527,6416.587,13.94,1559.704,1069.075,56.001,3741.094,3760.651,584.241,129.358,1128.991,442.603,1475.458,279.18,1196.278,537.723,658.555,-19.556,2391.773,1932.699,459.075,5.434
2010Q4,15263.709,8048.854,6481.441,6467.634,13.807,1567.413,1076.434,56.948,3782.853,3802.743,588.956,127.205,1144.435,458.324,1483.823,291.302,1192.521,557.598,634.924,-19.889,2412.516,1948.534,463.982,45.765
2011Q1,15358.947,8177.679,6584.872,6571.185,13.687,1592.807,1091.504,58.877,3711.409,3730.891,591.599,145.512,1181.207,489.126,1323.447,285.121,1038.326,601.591,436.736,-19.482,2437.233,1967.536,469.697,-7.499
2011Q2,15573.082,8214.104,6615.89,6602.121,13.769,1598.214,1105.484,59.902,3849.809,3868.118,580.475,130.516,1211.868,501.353,1443.907,285.113,1158.794,620.945,537.849,-18.309,2463.587,1988.608,474.979,-15.544
2011Q3,15700.283,8295.333,6689.659,6675.489,14.17,1605.674,1103.878,60.169,3873.665,3891.209,553.859,128.038,1252.105,510.06,1447.146,256.38,1190.766,646.025,544.741,-17.544,2487.576,2007.406,480.17,-52.603
2011Q4,15863.772,8248.936,6645.66,6631.513,14.146,1603.276,1114.028,61.083,4052.834,4068.864,573.64,116.422,1268.165,525.626,1585.011,296.439,1288.572,663.77,624.803,-16.031,2509.057,2025.284,483.773,-21.513
2012Q1,16274.824,8464.321,6844.206,6830.193,14.013,1620.114,1130.876,58.394,4199.752,4214.397,621.629,108.356,1297.683,526.776,1659.954,319.888,1340.066,712.521,627.545,-14.645,2538.27,2049.672,488.598,-206.019
2012Q2,16379.664,8512.111,6884.319,6869.773,14.546,1627.792,1133.897,58.058,4227.82,4241.789,640.974,97.1,1308.658,532.464,1662.593,334.239,1328.354,704.919,623.435,-13.969,2563.894,2071.312,492.582,-172.549
2012Q3,16329.29,8554.266,6914.235,6899.714,14.521,1640.032,1131.325,56.306,4109.857,4123.002,569.003,86.507,1286.792,536.081,1644.617,341.719,1302.898,710.363,592.536,-13.145,2590.148,2094.302,495.846,-9.749
2012Q4,16646.696,8770.786,7101.772,7087.607,14.165,1669.014,1148.362,59.391,4177.028,4189.852,608.263,90.166,1306.555,542.554,1642.314,342.509,1299.805,933.769,366.037,-12.824,2609.909,2112.463,497.446,-226.277
