Time,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Change in private inventories,Net exports of goods and services,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
1977Q4,2164.27,1324.804,624.31,200.706,423.604,700.494,422.299,398.179,275.943,78.54,160.407,36.997,122.235,24.121,-29.582,157.809,125.34,32.469,187.391,156.571,30.82,446.749,206.299,136.574,69.725,240.45
1978Q1,2202.76,1354.053,629.241,198.168,431.073,724.811,434.799,409.346,282.424,80.018,164.61,37.796,126.921,25.453,-38.681,164.601,129.845,34.756,203.282,170.334,32.948,452.589,208.795,138.73,70.065,243.794
1978Q2,2331.633,1411.385,660.999,216.187,444.812,750.386,470.584,446.328,309.351,90.259,179.682,39.41,136.976,24.257,-22.624,186.215,150.606,35.609,208.84,175.132,33.708,472.288,217.004,144.166,72.837,255.284
1978Q3,2395.053,1442.217,672.36,216.74,455.62,769.856,492.368,467.401,325.1,98.559,185.477,41.063,142.302,24.966,-23.76,191.302,153.627,37.675,215.062,179.406,35.656,484.229,222.073,147.31,74.763,262.155
1978Q4,2476.949,1481.354,691.665,222.299,469.367,789.689,515.755,487.269,341.428,105.498,192.766,43.164,145.84,28.487,-16.4,205.415,165.55,39.865,221.815,184.765,37.05,496.241,227.818,150.519,77.299,268.423
1979Q1,2526.61,1517.141,707.868,223.278,484.59,809.273,525.809,501.957,356.695,107.879,203.43,45.386,145.262,23.852,-18.159,211.669,170.867,40.802,229.828,192.183,37.646,501.818,231.682,153.738,77.944,270.136
1979Q2,2591.247,1557.635,722.167,222.101,500.067,835.468,539.293,511.892,364.268,112.844,204.185,47.239,147.625,27.401,-22.189,220.908,178.909,41.999,243.097,204.074,39.022,516.508,237.578,158.616,78.962,278.929
1979Q3,2667.565,1611.867,753.278,230.932,522.347,858.589,545.621,533.49,383.003,121.814,212.114,49.074,150.488,12.131,-23.029,234.277,191.253,43.024,257.306,216.774,40.532,533.106,243.694,162.687,81.006,289.412
1979Q4,2723.883,1655.035,768.437,229.049,539.388,886.599,547.875,539.323,391.332,128.268,212.49,50.574,147.99,8.553,-26.802,253.664,208.036,45.628,280.466,238.117,42.35,547.775,249.342,167.308,82.034,298.433
1980Q1,2789.842,1702.302,792.001,232.055,559.946,910.301,554.562,544.663,404.492,132.557,219.621,52.314,140.171,9.899,-35.803,268.508,221.979,46.529,304.311,259.654,44.657,568.781,261.064,175.177,85.887,307.717
1980Q2,2797.352,1704.723,777.831,211.917,565.914,926.892,519.294,511.544,394.68,132.299,209.102,53.279,116.864,7.75,-15.211,277.389,227.7,49.689,292.6,248.469,44.131,588.547,276.514,181.961,94.553,312.033
1980Q3,2856.483,1763.771,801.862,225.363,576.499,961.909,495.071,528.927,405.717,135.769,215.242,54.706,123.21,-33.855,5.471,284.673,232.517,52.156,279.202,234.147,45.055,592.169,276.086,183.794,92.291,316.083
1980Q4,2985.557,1831.874,827.48,236.23,591.25,1004.394,551.472,560.59,422.755,144.056,221.582,57.117,137.835,-9.118,-6.682,292.517,239.515,53.002,299.2,252.012,47.188,608.893,285.815,192.687,93.128,323.079
1981Q1,3124.206,1885.734,860.091,246.047,614.044,1025.643,619.381,580.626,443.025,150.017,231.96,61.048,137.601,38.755,-14.259,305.467,247.244,58.224,319.726,270.186,49.539,633.35,297.218,200.158,97.06,336.132
1981Q2,3162.532,1917.524,863.784,240.936,622.849,1053.74,609.843,598.129,462.864,161.01,238.318,63.536,135.265,11.713,-13.508,308.455,248.75,59.705,321.963,271.773,50.19,648.673,311.91,210.235,101.675,336.763
1981Q3,3260.609,1958.099,881.052,251.925,629.127,1077.047,652.297,608.337,482.109,169.743,246.606,65.76,126.228,43.96,-7.561,302.339,241.701,60.637,309.9,260.494,49.406,657.774,317.448,216.164,101.284,340.326
1981Q4,3280.818,1974.447,872.546,236.844,635.702,1101.901,643.395,618.589,503.755,188.485,246.525,68.745,114.834,24.807,-14.75,304.695,243.13,61.565,319.445,268.804,50.641,677.727,329.343,226.93,102.413,348.384
1982Q1,3274.302,2014.155,886.293,246.439,639.854,1127.862,588.318,609.784,500.083,186.622,242.825,70.637,109.701,-21.466,-16.276,293.202,232.305,60.896,309.478,257.624,51.854,688.104,334.857,232.589,102.269,353.247
1982Q2,3331.972,2039.645,887.947,249.226,638.721,1151.697,593.621,597.786,490.069,182.45,235.435,72.185,107.717,-4.166,-4.386,294.729,233.876,60.852,299.115,245.844,53.271,703.093,342.92,242.237,100.683,360.173
1982Q3,3366.322,2085.671,901.826,252.107,649.719,1183.846,592.954,587.157,478.723,172.926,232.297,73.5,108.433,5.798,-29.647,279.634,218.518,61.116,309.282,257.204,52.078,717.344,351.509,249.191,102.318,365.835
1982Q4,3402.561,2145.554,921.096,264.356,656.74,1224.459,549.242,589.062,471.521,168.257,228.891,74.374,117.54,-39.82,-29.587,265.274,205.5,59.774,294.861,241.496,53.365,737.351,364.058,257.601,106.457,373.293
1983Q1,3473.413,2184.589,925.911,268.908,657.003,1258.678,565.52,600.58,462.106,158.581,227.091,76.435,138.473,-35.06,-24.548,270.703,209.694,61.009,295.251,242.509,52.742,747.852,370.501,261.538,108.964,377.351
1983Q2,3578.848,2249.438,962.632,289.584,673.049,1286.806,613.783,621.454,466.455,149.502,237.585,79.369,155.0,-7.672,-45.434,272.514,209.1,63.414,317.949,262.76,55.189,761.061,380.323,268.573,111.75,380.739
1983Q3,3689.179,2319.895,990.798,302.362,688.437,1329.097,652.269,656.472,485.371,152.648,249.81,82.913,171.101,-4.204,-65.2,278.181,214.318,63.863,343.381,285.851,57.53,782.216,394.447,274.538,119.909,387.769
1983Q4,3794.706,2372.496,1015.792,319.27,696.522,1356.704,718.496,694.564,514.687,156.644,271.388,86.654,179.877,23.932,-71.385,286.587,223.082,63.504,357.972,299.59,58.382,775.099,384.159,283.571,100.588,390.94
1984Q1,3908.054,2418.165,1037.895,331.439,706.457,1380.27,790.872,717.89,531.465,165.735,275.598,90.132,186.425,72.982,-95.004,292.975,224.345,68.63,387.978,322.454,65.524,794.021,392.404,287.855,104.549,401.617
1984Q2,4009.601,2475.876,1063.643,341.269,722.374,1412.233,818.894,749.573,558.274,175.807,288.951,93.516,191.299,69.321,-104.301,302.2,229.957,72.243,406.501,337.925,68.576,819.132,408.298,293.927,114.371,410.833
1984Q3,4084.25,2513.523,1066.641,342.075,724.567,1446.882,838.852,767.514,576.642,182.528,297.338,96.775,190.872,71.338,-103.847,305.744,234.401,71.344,409.591,339.857,69.734,835.72,413.986,298.336,115.65,421.734
1984Q4,4148.551,2561.797,1086.621,353.84,732.781,1475.175,831.741,783.762,590.903,185.519,305.614,99.77,192.86,47.979,-107.756,308.603,236.442,72.162,416.359,345.028,71.331,862.769,432.53,314.936,117.593,430.24
1985Q1,4230.168,2636.008,1110.392,368.007,742.385,1525.616,809.865,793.636,599.417,194.875,302.612,101.93,194.219,16.23,-91.298,306.01,232.103,73.907,397.308,325.388,71.92,875.592,434.778,313.912,120.866,440.814
1985Q2,4294.887,2681.764,1126.011,373.251,752.76,1555.754,827.04,805.394,609.088,195.236,309.543,104.31,196.306,21.646,-114.445,304.126,228.745,75.381,418.571,344.425,74.146,900.527,447.306,323.695,123.611,453.221
1985Q3,4386.773,2754.148,1156.936,396.451,760.485,1597.213,822.157,805.854,604.432,192.21,306.093,106.129,201.422,16.303,-116.895,297.273,222.172,75.102,414.168,340.521,73.647,927.363,463.111,337.653,125.458,464.252
1985Q4,4444.094,2779.4,1157.097,383.752,773.345,1622.303,859.545,826.426,618.067,195.751,313.379,108.937,208.359,33.119,-133.434,305.433,226.935,78.498,438.867,362.844,76.023,938.584,466.441,342.744,123.697,472.143
1986Q1,4507.894,2823.648,1170.877,391.626,779.252,1652.771,863.457,833.06,613.525,191.672,310.777,111.076,219.534,30.397,-126.014,313.404,224.487,88.916,439.418,357.705,81.713,946.803,463.966,339.119,124.847,482.837
1986Q2,4545.34,2851.456,1174.742,407.291,767.452,1676.713,855.237,839.574,605.016,174.504,317.524,112.988,234.559,15.663,-128.872,315.119,227.868,87.25,443.99,365.1,78.89,967.519,477.801,350.78,127.021,489.718
1986Q3,4607.669,2917.201,1216.749,445.707,771.042,1700.452,835.832,842.851,601.964,169.021,318.616,114.328,240.887,-7.019,-138.961,320.471,229.819,90.652,459.432,374.757,84.675,993.597,495.057,364.25,130.807,498.54
1986Q4,4657.627,2952.807,1220.14,441.133,779.007,1732.668,842.063,854.822,610.553,170.911,323.862,115.78,244.268,-12.759,-133.629,334.999,243.612,91.388,468.628,382.462,86.166,996.385,489.807,355.289,134.518,506.577
1987Q1,4722.156,2983.513,1215.879,418.497,797.382,1767.634,871.196,843.222,596.551,166.921,312.608,117.022,246.672,27.973,-141.234,336.451,242.984,93.467,477.685,389.536,88.149,1008.681,492.136,361.483,130.653,516.544
1987Q2,4806.16,3053.33,1251.382,439.101,812.281,1801.948,874.588,858.064,608.371,169.576,320.184,118.611,249.693,16.524,-146.977,355.36,258.804,96.556,502.337,409.062,93.275,1025.219,501.195,370.996,130.199,524.024
1987Q3,4884.555,3117.358,1281.197,460.541,820.656,1836.16,876.466,875.449,625.48,177.585,327.084,120.811,249.969,1.017,-145.464,371.854,272.079,99.775,517.318,422.798,94.52,1036.195,504.113,377.779,126.334,532.082
1987Q4,5007.994,3150.916,1276.73,449.949,826.781,1874.186,946.459,883.376,630.552,182.728,323.803,124.02,252.825,63.082,-145.405,392.107,288.348,103.759,537.511,437.677,99.834,1056.024,513.695,379.281,134.415,542.329
1988Q1,5073.372,3231.896,1308.826,470.439,838.387,1923.07,908.569,891.613,641.498,178.614,335.612,127.272,250.115,16.956,-123.987,418.727,311.241,107.486,542.714,441.487,101.227,1056.893,505.781,378.436,127.345,551.112
1988Q2,5190.036,3291.716,1326.763,473.223,853.54,1964.954,934.525,914.877,659.366,184.151,344.833,130.383,255.51,19.648,-106.627,439.471,328.498,110.973,546.098,445.679,100.419,1070.421,506.939,379.824,127.115,563.482
1988Q3,5282.835,3361.899,1341.166,470.389,870.778,2020.733,942.009,923.828,666.332,183.452,349.142,133.738,257.495,18.181,-99.263,453.586,338.686,114.9,552.849,451.121,101.728,1078.19,507.399,379.017,128.382,570.792
1988Q4,5399.509,3434.539,1372.483,486.162,886.321,2062.056,962.748,943.605,681.924,184.943,357.678,139.304,261.681,19.144,-107.694,466.619,349.792,116.828,574.314,470.214,104.1,1109.916,525.639,391.126,134.513,584.277
1989Q1,5511.253,3490.172,1388.977,486.451,902.525,2101.195,1005.487,957.35,696.466,189.505,363.359,143.602,260.884,48.137,-100.965,485.189,360.484,124.705,586.154,481.986,104.168,1116.559,519.856,382.083,137.773,596.703
1989Q2,5612.463,3553.767,1421.093,493.344,927.749,2132.674,1001.047,964.79,708.998,189.565,371.633,147.8,255.792,36.257,-88.16,507.229,379.59,127.639,595.389,490.713,104.676,1145.809,534.328,391.481,142.847,611.481
1989Q3,5695.365,3609.399,1441.926,505.638,936.288,2167.474,996.46,986.635,731.137,197.739,381.049,152.349,255.498,9.826,-75.075,509.352,379.039,130.313,584.427,477.447,106.98,1164.58,541.409,397.241,144.168,623.172
1989Q4,5747.237,3653.692,1443.223,491.885,951.338,2210.469,995.809,979.257,727.373,198.056,372.601,156.716,251.884,16.553,-82.765,515.387,379.887,135.5,598.152,489.02,109.132,1180.5,540.824,394.108,146.716,639.677
1990Q1,5872.701,3737.948,1489.567,515.394,974.173,2248.382,1010.838,996.884,740.88,204.137,376.407,160.336,256.004,13.954,-88.536,538.232,396.228,142.004,626.767,510.376,116.391,1212.45,553.681,401.891,151.79,658.769
1990Q2,5960.028,3783.421,1479.26,498.407,980.853,2304.16,1014.72,981.02,734.124,204.572,365.729,163.822,246.896,33.7,-68.833,545.925,400.633,145.292,614.759,495.803,118.956,1230.721,563.935,405.694,158.241,666.786
1990Q3,6015.116,3846.7,1496.676,493.57,1003.106,2350.024,1000.785,978.919,744.412,205.516,373.622,165.274,234.507,21.866,-74.953,555.149,406.337,148.812,630.102,506.283,123.819,1242.584,562.235,402.23,160.005,680.349
1990Q4,6004.733,3867.909,1499.702,480.947,1018.756,2368.207,947.453,958.787,737.519,197.443,371.807,168.27,221.268,-11.335,-79.096,568.186,409.862,158.324,647.282,519.82,127.462,1268.467,569.655,410.213,159.442,698.812
1991Q1,6035.178,3873.562,1485.841,471.691,1014.15,2387.721,924.569,940.088,729.8,194.901,361.307,173.592,210.289,-15.52,-47.14,573.177,420.656,152.521,620.317,496.967,123.35,1284.187,581.371,417.916,163.455,702.816
1991Q2,6126.862,3926.932,1497.013,475.248,1021.765,2429.918,926.541,944.575,726.787,189.888,358.16,178.74,217.788,-18.033,-23.188,590.733,427.097,163.636,613.921,491.023,122.898,1296.577,586.644,418.707,167.937,709.933
1991Q3,6205.937,3973.269,1508.728,484.336,1024.392,2464.541,947.476,946.633,720.15,177.485,362.57,180.096,226.483,0.843,-21.074,600.595,431.63,168.965,621.669,500.436,121.233,1306.265,586.324,416.103,170.221,719.941
1991Q4,6264.54,4000.032,1498.155,477.456,1020.699,2501.877,978.788,947.655,717.6,172.151,361.361,184.088,230.055,31.133,-23.053,615.217,441.158,174.059,638.27,514.455,123.815,1308.774,577.406,403.436,173.97,731.368
1992Q1,6363.102,4100.401,1533.848,496.18,1037.668,2566.552,956.817,956.571,714.208,169.931,360.058,184.22,242.362,0.246,-20.536,625.287,449.682,175.605,645.823,523.47,122.353,1326.421,580.332,402.466,177.866,746.089
1992Q2,6470.763,4155.66,1548.207,500.989,1047.218,2607.453,1013.084,989.875,736.717,170.64,379.543,186.534,253.159,23.209,-32.788,626.163,448.789,177.374,658.951,537.882,121.069,1334.807,580.904,401.666,179.237,753.904
1992Q3,6566.641,4226.971,1573.141,512.092,1061.049,2653.829,1024.162,1003.65,748.536,173.047,387.626,187.864,255.113,20.512,-38.488,639.365,460.554,178.811,677.853,553.86,123.993,1353.997,594.2,412.354,181.846,759.796
1992Q4,6680.803,4307.205,1597.874,523.064,1074.81,2709.331,1057.962,1036.618,768.287,176.671,399.564,192.052,268.331,21.344,-47.14,641.396,462.207,179.189,688.536,564.495,124.041,1362.775,598.377,409.372,189.004,764.399
1993Q1,6729.459,4349.515,1606.981,527.852,1079.129,2742.534,1083.829,1047.889,776.488,175.587,406.612,194.289,271.401,35.94,-55.704,643.606,460.366,183.24,699.31,575.865,123.445,1351.818,580.289,393.179,187.111,771.529
1993Q2,6808.939,4418.581,1634.169,547.842,1086.326,2784.412,1094.479,1070.375,792.371,174.132,421.532,196.707,278.005,24.104,-63.187,653.094,466.912,186.182,716.281,590.145,126.136,1359.066,576.737,389.16,187.576,782.33
1993Q3,6882.098,4487.189,1649.166,556.638,1092.528,2838.023,1095.852,1089.254,798.315,175.971,424.98,197.364,290.939,6.598,-68.354,650.897,462.555,188.342,719.251,592.109,127.142,1367.411,578.741,389.6,189.141,788.67
1993Q4,7013.738,4552.651,1679.072,573.796,1105.275,2873.579,1153.142,1136.53,829.642,182.914,447.438,199.29,306.889,16.612,-73.449,671.6,481.06,190.54,745.049,612.924,132.125,1381.394,584.909,394.644,190.265,796.484
1994Q1,7115.652,4621.223,1705.669,588.824,1116.845,2915.554,1201.675,1156.312,840.715,178.514,461.783,200.418,315.598,45.362,-80.595,681.232,484.124,197.108,761.827,627.223,134.604,1373.35,567.047,376.415,190.631,806.303
1994Q2,7246.931,4683.163,1726.814,598.721,1128.094,2956.348,1264.948,1183.538,855.609,187.092,465.422,203.094,327.929,81.411,-90.572,706.988,505.253,201.735,797.56,662.022,135.538,1389.392,569.374,379.934,189.44,820.018
1994Q3,7331.075,4752.761,1758.891,609.31,1149.581,2993.87,1251.749,1198.526,872.098,188.085,476.463,207.55,326.427,53.223,-96.868,736.883,533.801,203.082,833.751,695.66,138.091,1423.432,586.518,394.277,192.241,836.915
1994Q4,7455.288,4826.713,1794.84,631.83,1163.01,3031.873,1307.566,1232.424,906.989,193.38,501.851,211.758,325.435,75.142,-101.913,758.646,550.305,208.341,860.559,722.344,138.215,1422.923,575.796,377.83,197.966,847.127
1995Q1,7522.289,4862.436,1788.106,621.252,1166.854,3074.329,1327.586,1266.407,944.62,201.169,525.294,218.158,321.787,61.179,-105.329,781.57,571.566,210.004,886.899,745.464,141.435,1437.596,579.066,380.103,198.963,858.53
1995Q2,7580.997,4933.609,1803.898,626.914,1176.984,3129.711,1303.988,1270.229,956.779,207.376,525.398,224.004,313.451,33.759,-109.492,798.851,583.183,215.668,908.343,764.255,144.088,1452.892,581.01,381.884,199.125,871.882
1995Q3,7683.125,4998.662,1826.234,642.543,1183.691,3172.427,1303.248,1291.922,965.53,210.305,524.84,230.385,326.393,11.326,-74.444,831.399,605.751,225.648,905.843,759.719,146.124,1455.659,579.337,378.242,201.095,876.322
1995Q4,7772.586,5055.655,1843.893,652.242,1191.651,3211.762,1335.135,1316.705,982.059,210.232,536.979,234.849,334.645,18.431,-69.78,839.421,609.266,230.155,909.201,760.356,148.845,1451.575,567.315,368.407,198.908,884.26
1996Q1,7868.468,5130.615,1870.998,659.825,1211.173,3259.617,1355.353,1348.472,1003.747,214.308,546.017,243.422,344.725,6.881,-88.795,847.94,617.146,230.794,936.735,784.526,152.209,1471.295,579.828,378.552,201.276,891.466
1996Q2,8032.84,5220.499,1915.873,676.332,1239.541,3304.626,1418.388,1387.867,1026.468,219.793,556.858,249.817,361.399,30.521,-93.709,859.042,621.187,237.855,952.751,798.397,154.354,1487.662,582.142,380.806,201.336,905.521
1996Q3,8131.408,5274.505,1925.887,679.382,1246.505,3348.618,1474.35,1423.28,1058.965,225.302,577.0,256.663,364.315,51.07,-114.18,859.577,626.468,233.109,973.757,814.409,159.348,1496.733,577.756,376.132,201.624,918.978
1996Q4,8259.771,5352.763,1957.926,689.641,1268.285,3394.838,1480.128,1445.403,1083.597,238.928,581.359,263.31,361.806,34.725,-88.822,903.798,650.337,253.461,992.62,832.459,160.161,1515.702,576.913,373.556,203.356,938.789
1997Q1,8362.655,5433.105,1986.608,705.591,1281.017,3446.497,1522.404,1472.659,1107.299,242.66,587.506,277.134,365.359,49.745,-108.839,918.374,668.863,249.511,1027.213,861.459,165.754,1515.985,570.705,362.792,207.913,945.281
1997Q2,8518.825,5471.267,1974.308,696.587,1277.72,3496.96,1590.218,1501.843,1129.567,242.624,602.318,284.625,372.277,88.374,-85.201,954.45,700.974,253.476,1039.651,871.959,167.692,1542.541,587.181,375.804,211.377,955.361
1997Q3,8662.823,5579.179,2020.124,722.779,1297.345,3559.055,1625.251,1557.316,1178.364,255.654,630.464,292.246,378.952,67.935,-96.831,974.057,717.535,256.522,1070.888,898.369,172.519,1555.224,586.047,372.335,213.712,969.177
1997Q4,8765.907,5663.61,2044.983,737.161,1307.821,3618.627,1644.529,1566.877,1181.123,260.124,623.149,297.85,385.754,77.652,-117.014,968.33,712.176,256.154,1085.344,910.83,174.514,1574.782,589.224,377.03,212.194,985.558
1998Q1,8866.48,5721.342,2044.382,737.702,1306.679,3676.961,1712.324,1607.224,1212.378,261.74,645.754,304.884,394.846,105.1,-135.215,963.021,708.166,254.855,1098.236,920.8,177.436,1568.029,572.164,356.631,215.533,995.865
1998Q2,8969.699,5832.566,2089.162,769.238,1319.925,3743.404,1695.773,1658.434,1247.103,278.92,655.875,312.308,411.33,37.34,-162.331,947.295,683.706,263.589,1109.626,926.876,182.75,1603.691,587.065,369.316,217.749,1016.626
1998Q3,9121.097,5926.846,2119.865,785.044,1334.82,3806.982,1741.623,1689.202,1261.652,280.799,658.429,322.424,427.55,52.42,-174.634,935.263,676.575,258.688,1109.897,922.498,187.399,1627.262,588.63,376.634,211.996,1038.633
1998Q4,9293.991,6028.238,2180.349,825.189,1355.16,3847.889,1796.964,1736.947,1295.444,282.556,680.0,332.888,441.503,60.017,-178.663,966.337,701.814,264.523,1145.0,952.829,192.171,1647.452,594.203,372.43,221.772,1053.249
1999Q1,9411.682,6102.04,2204.892,819.948,1384.945,3897.147,1853.063,1769.668,1322.305,284.024,695.097,343.185,447.363,83.394,-212.559,960.764,687.945,272.819,1173.324,978.939,194.384,1669.139,595.141,372.226,222.915,1073.998
1999Q2,9526.21,6230.641,2273.073,854.805,1418.268,3957.569,1848.341,1813.23,1353.96,283.078,712.119,358.762,459.27,35.111,-247.53,974.597,697.321,277.276,1222.126,1024.016,198.11,1694.757,599.246,374.897,224.349,1095.511
1999Q3,9686.626,6335.31,2311.262,871.191,1440.071,4024.047,1893.735,1853.219,1386.594,285.085,728.141,373.368,466.625,40.516,-276.403,1005.309,717.941,287.368,1281.712,1077.272,204.44,1733.984,614.158,386.565,227.593,1119.826
1999Q4,9900.169,6467.039,2359.019,876.329,1482.69,4108.02,1953.097,1868.855,1395.049,290.707,719.148,385.194,473.806,84.241,-301.708,1030.971,743.688,287.283,1332.679,1124.611,208.068,1781.74,634.344,399.328,235.016,1147.396
2000Q1,10002.179,6618.217,2413.086,920.875,1492.211,4205.131,1950.65,1934.493,1450.25,300.591,749.4,400.258,484.243,16.157,-356.583,1052.904,761.318,291.586,1409.487,1193.644,215.843,1789.895,619.368,383.028,236.34,1170.527
2000Q2,10247.72,6711.911,2437.05,901.931,1535.118,4274.861,2075.786,1985.342,1498.729,316.209,773.952,408.567,486.613,90.444,-362.501,1093.36,789.078,304.281,1455.86,1232.293,223.567,1822.524,641.178,399.592,241.587,1181.346
2000Q3,10318.165,6819.984,2469.15,911.658,1557.492,4350.834,2059.969,2002.736,1519.657,330.932,774.005,414.719,483.08,57.233,-393.867,1125.002,820.71,304.293,1518.869,1285.062,233.807,1832.078,633.55,391.017,242.533,1198.528
2000Q4,10435.744,6918.606,2493.402,915.823,1577.579,4425.204,2067.227,2012.884,1525.091,336.288,766.993,421.81,487.792,54.344,-411.343,1113.177,809.11,304.066,1524.52,1293.691,230.828,1861.253,638.18,396.642,241.538,1223.073
2001Q1,10470.231,6995.298,2499.246,926.811,1572.434,4496.052,1971.333,2001.963,1505.248,331.757,751.676,421.815,496.716,-30.631,-402.653,1096.812,796.274,300.537,1499.464,1265.827,233.637,1906.253,653.277,404.456,248.821,1252.976
2001Q2,10599.0,7042.25,2510.106,919.479,1590.627,4532.144,1973.033,1984.593,1473.585,338.872,716.017,418.696,511.008,-11.56,-364.015,1058.013,759.635,298.379,1422.028,1188.641,233.387,1947.731,666.231,410.022,256.209,1281.501
2001Q3,10598.02,7070.337,2515.247,923.888,1591.359,4555.089,1944.909,1975.026,1452.58,347.091,692.401,413.087,522.446,-30.116,-370.634,998.902,713.103,285.799,1369.536,1144.4,225.136,1953.408,674.447,415.419,259.028,1278.961
2001Q4,10660.465,7187.32,2577.774,995.882,1581.892,4609.546,1850.091,1930.92,1408.856,316.321,685.974,406.561,522.064,-80.829,-369.688,953.52,689.26,264.26,1323.208,1105.885,217.323,1992.742,686.892,422.75,264.142,1305.85
2002Q1,10783.5,7217.715,2561.883,976.249,1585.634,4655.831,1912.659,1912.366,1374.027,302.665,667.253,404.11,538.339,0.293,-386.884,969.157,685.521,283.636,1356.041,1121.552,234.489,2040.01,714.032,440.905,273.128,1325.978
2002Q2,10887.46,7307.955,2586.933,977.397,1609.535,4721.022,1933.282,1912.113,1357.267,289.347,661.929,405.991,554.846,21.169,-428.259,1004.154,712.087,292.068,1432.413,1197.398,235.015,2074.482,734.758,452.478,282.281,1339.723
2002Q3,10984.04,7397.135,2618.442,1001.72,1616.722,4778.693,1933.197,1907.764,1348.884,278.214,661.341,409.328,558.88,25.433,-447.548,1015.56,722.396,293.163,1463.107,1226.382,236.725,2101.256,748.351,460.19,288.161,1352.905
2002Q4,11061.433,7472.958,2627.961,986.105,1641.855,4844.998,1942.531,1909.528,1331.215,277.719,648.036,405.46,578.313,33.004,-496.289,1003.046,706.324,296.722,1499.335,1250.075,249.26,2142.232,775.246,482.157,293.089,1366.986
2003Q1,11174.129,7567.16,2657.334,974.533,1682.801,4909.826,1960.221,1934.14,1332.696,279.223,644.287,409.186,601.444,26.081,-525.262,1004.201,715.914,288.287,1529.463,1279.749,249.714,2172.01,792.724,494.975,297.749,1379.285
2003Q2,11312.766,7661.458,2677.898,1007.819,1670.079,4983.56,1972.386,1978.873,1366.842,286.906,665.224,414.712,612.032,-6.488,-519.87,1007.465,716.648,290.817,1527.336,1281.91,245.425,2198.793,825.97,521.93,304.041,1372.822
2003Q3,11566.669,7820.927,2766.247,1041.776,1724.47,5054.68,2044.304,2043.866,1392.121,287.938,680.669,423.514,651.745,0.438,-518.994,1037.31,731.79,305.52,1556.304,1293.03,263.274,2220.432,833.257,524.011,309.245,1387.175
2003Q4,11772.234,7913.453,2788.911,1047.074,1741.837,5124.541,2131.311,2094.966,1411.859,292.354,692.293,427.212,683.107,36.345,-523.694,1091.682,771.145,320.537,1615.376,1341.454,273.921,2251.164,855.125,543.967,311.159,1396.039
2004Q1,11923.447,8048.777,2843.234,1064.229,1779.005,5205.543,2154.052,2108.027,1401.83,292.302,681.801,427.726,706.197,46.025,-565.975,1133.669,796.971,336.698,1699.644,1414.514,285.13,2286.594,871.8,556.149,315.651,1414.794
2004Q2,12112.815,8147.108,2868.978,1065.972,1803.006,5278.129,2262.607,2188.618,1445.457,300.777,713.497,431.184,743.16,73.989,-617.581,1170.152,822.123,348.03,1787.734,1495.996,291.738,2320.682,884.561,562.839,321.722,1436.121
2004Q3,12305.307,8283.335,2911.339,1085.046,1826.294,5371.996,2318.272,2254.106,1490.495,313.984,734.204,442.307,763.611,64.166,-652.672,1180.185,834.887,345.298,1832.856,1533.073,299.784,2356.371,902.509,580.699,321.81,1453.862
2004Q4,12527.214,8448.621,2984.533,1107.05,1877.483,5464.088,2390.082,2317.993,1531.693,323.55,758.084,450.058,786.299,72.089,-700.336,1221.444,857.918,363.526,1921.78,1610.899,310.882,2388.847,909.622,579.825,329.797,1479.225
2005Q1,12767.286,8551.735,3001.947,1109.964,1891.983,5549.788,2486.068,2383.59,1568.306,337.524,768.581,462.2,815.285,102.477,-696.655,1258.408,883.706,374.703,1955.063,1642.369,312.694,2426.138,931.826,598.417,333.409,1494.312
2005Q2,12922.656,8701.145,3057.414,1137.918,1919.496,5643.732,2476.474,2447.639,1603.838,344.955,786.904,471.979,843.801,28.835,-707.21,1294.853,917.269,377.584,2002.063,1687.464,314.598,2452.246,939.279,605.982,333.297,1512.967
2005Q3,13142.642,8868.089,3137.844,1151.814,1986.031,5730.245,2531.076,2518.722,1643.13,355.751,808.296,479.083,875.593,12.353,-750.961,1302.315,921.424,380.89,2053.275,1733.059,320.216,2494.438,956.393,616.39,340.004,1538.045
2005Q4,13324.204,8955.295,3134.486,1114.745,2019.741,5820.809,2645.263,2558.875,1668.669,373.603,815.793,479.272,890.206,86.388,-804.786,1350.743,954.977,395.766,2155.529,1828.111,327.418,2528.432,963.65,616.96,346.69,1564.782
2006Q1,13599.16,9100.153,3196.843,1154.128,2042.714,5903.311,2709.74,2631.526,1735.308,397.604,850.152,487.552,896.218,78.214,-790.818,1413.966,1002.764,411.202,2204.784,1857.676,347.109,2580.086,997.067,635.719,361.348,1583.019
2006Q2,13753.424,9227.649,3226.093,1149.249,2076.844,6001.556,2709.252,2633.739,1774.4,420.098,857.64,496.662,859.339,75.513,-794.042,1459.767,1034.443,425.324,2253.809,1899.932,353.877,2610.565,997.164,639.956,357.209,1613.401
2006Q3,13870.188,9353.772,3273.437,1160.532,2112.905,6080.335,2709.42,2630.666,1815.947,435.822,867.41,512.716,814.718,78.754,-823.284,1475.417,1051.903,423.515,2298.702,1944.032,354.669,2630.28,995.447,632.375,363.072,1634.833
